data_provider_1,data_provider_2,system_ID_1,system_ID_2,installation_date,PV_system_size_DC,total_installed_price,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,TTS_link_ID,new_construction,tracking,ground_mounted,zip_code,city,state,utility_service_territory,third_party_owned,installer_name,self_installed,azimuth_1,azimuth_2,azimuth_3,tilt_1,tilt_2,tilt_3,module_manufacturer_1,module_model_1,module_quantity_1,module_manufacturer_2,module_model_2,module_quantity_2,module_manufacturer_3,module_model_3,module_quantity_3,additional_modules,technology_module_1,technology_module_2,technology_module_3,BIPV_module_1,BIPV_module_2,BIPV_module_3,bifacial_module_1,bifacial_module_2,bifacial_module_3,nameplate_capacity_module_1,nameplate_capacity_module_2,nameplate_capacity_module_3,efficiency_module_1,efficiency_module_2,efficiency_module_3,inverter_manufacturer_1,inverter_model_1,inverter_quantity_1,inverter_manufacturer_2,inverter_model_2,inverter_quantity_2,inverter_manufacturer_3,inverter_model_3,inverter_quantity_3,additional_inverters,micro_inverter_1,micro_inverter_2,micro_inverter_3,built_in_meter_inverter_1,built_in_meter_inverter_2,built_in_meter_inverter_3,output_capacity_inverter_1,output_capacity_inverter_2,output_capacity_inverter_3,DC_optimizer,inverter_loading_ratio,battery_manufacturer,battery_model,battery_rated_capacity_kW,battery_rated_capacity_kWh,battery_price,technology_type,extensions_multiphase_id
"Virginia Department of Mines, Minerals and Energy",-1,1619,-1,08-Dec-2015,7.2,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,22180,Vienna,VA,Dominion Energy Virginia,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Massachusetts Clean Energy Center,Massachusetts Department of Energy Resources,NFG-SR25630-28662,-1,26-Nov-2014,6.12,30240.0,0.0,RES,0,0,-1,-1,0,0,01826,Dracut,MA,National Grid,1,Sunrun Inc.,0,228.0,-1.0,-1.0,46.0,-1,-1,Trina Solar,TSM-395DE15H(II),24,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,395.0,-1.0,-1.0,0.198901059060019,-1.0,-1.0,Enphase Energy,M215-60-2LL-S2x-NA [240V],24.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.215,-1.0,-1.0,0,1.18604651162791,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-120535008,-1,19-Mar-2021,4.95,42043.0,0.0,RES,0,0,-1,-1,0,0,95437,FORT BRAGG,CA,Pacific Gas and Electric,0,Myers Electric,0,180.0,-1.0,-1.0,18.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO-G7 330,15,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,330.0,-1.0,-1.0,0.202453987730061,-1.0,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,Generac,PWRcell 9,3.281,8.6,-1.0,pv+storage,-1
California Public Utilities Commission,-1,SCE-INT-500421970,-1,07-Nov-2013,2.6530612244898,-1.0,-1.0,RES,0,0,-1,-1,0,0,92394,VICTORVILLE,CA,Southern California Edison,-1,Verengo Inc,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SMA America,SB3.0-1TP-US-40 [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.0,-1.0,-1.0,0,0.8843537414966,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-39519,-1,17-May-2018,14.52,45186.0,0.0,RES,0,0,-1,-1,0,0,92867,ORANGE,CA,Southern California Edison,0,Tenco Solar,0,220.0,-1.0,-1.0,23.0,-1,-1,"GCL System Integration Technology Co., Ltd.",GCL-P6/72330,44,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,330.0,-1.0,-1.0,0.170103092783505,-1.0,-1.0,Enphase Energy Inc.,IQ6PLUS-72-2-US [208V],44.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.28,-1.0,-1.0,0,1.17857142857143,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,California Public Utilities Commission & California Public Utilities Commission,PGE-INT-121835995 & PGE-INT-122098943,PGE-SGIP-2021-24635 & PGE-SGIP-2021-24635,29-Sep-2021,6.46,29000.0,0.0,RES,0,0,-1,-1,0,0,95060,SANTA CRUZ,CA,Pacific Gas and Electric,0,Allterra Solar,0,131.0,-1.0,-1.0,16.0,-1,-1,LG Electronics Inc.,LG380Q1K-A6,17,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,380.0,-1.0,-1.0,0.209944751381215,-1.0,-1.0,Enphase Energy Inc.,IQ7A-72-2-US [240V],17.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.349,-1.0,-1.0,0,1.08882521489971,Enphase Energy Inc.,Encharge IQ Battery 10,7.68,19.412,30500.0,pv+storage,-1
Austin Energy,-1,1157780,-1,10-Dec-2018,3.6,22800.0,2500.0,RES,0,0,-1,-1,-1,-1,78725,-1,TX,Austin Energy,0,Ion Solar,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
New York State Energy Research and Development Authority,-1,194179,-1,21-Aug-2019,7.71,34210.2,2312.0,RES,0,0,-1,-1,-1,-1,10312,Staten Island,NY,Consolidated Edison,0,Venture Home Solar LLC,0,-1.0,-1.0,-1.0,-1.0,-1,-1,LG Electronics Inc.,LG335N1C-A5,23,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,335.0,-1.0,-1.0,0.203189899460425,-1.0,-1.0,Enphase Energy Inc.,IQ7-60-2-US [240V],23.0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.39673913043478,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,California Public Utilities Commission,SDGE-INT-48855,SD-CSI-18051,07-Aug-2014,3.0,14000.0,508.0,RES,0,0,-1,0,0,-1,92121,San Diego,CA,San Diego Gas and Electric,0,S C Cunningham Electrical,0,270.0,-1.0,-1.0,18.0,-1,-1,SolarWorld,SW250 POLY,12,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,250.0,-1.0,-1.0,0.15625,-1.0,-1.0,Enphase Energy,M215-60-2LL-S2x-NA [240V],12.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.215,-1.0,-1.0,0,1.16279069767442,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-122121480,-1,13-Oct-2021,11.5161094224924,54568.32,0.0,RES,0,0,-1,-1,0,0,95252,VALLEY SPRINGS,CA,Pacific Gas and Electric,0,Sunstor Solar,0,210.0,-1.0,-1.0,20.0,-1,-1,Aptos Solar Technology LLC,DNA-120-BF23-320W,36,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,1,-1,-1,320.0,-1.0,-1.0,0.193003618817853,-1.0,-1.0,Enphase Energy Inc.,IQ7-60-2-US [240V],36.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.33288303501069,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
New York State Energy Research and Development Authority,-1,29063,-1,19-Apr-2017,4.24,18420.0,3812.0,RES,0,0,tts_extension_id_18162,-1,-1,-1,10305,Staten Island,NY,Consolidated Edison,1,Nrg Residential Solar Solutions,0,-1.0,-1.0,-1.0,-1.0,-1,-1,"CSI Solar Co., Ltd.",CS6P-255P,17,-1,-1,-1,-1,-1,-1,-1,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,255.0,-1.0,-1.0,0.164645189616377,-1.0,-1.0,Enphase Energy,M215-60-2LL-S2x-NA [240V],17.0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0.215,-1.0,-1.0,0,1.16005471956224,-1,-1,-1.0,-1.0,-1.0,pv-only,0000000085BB1904
California Public Utilities Commission,-1,SDGE-INT-165536,-1,08-Jun-2018,6.9,23025.0,0.0,RES,0,0,-1,-1,0,0,92126,SAN DIEGO,CA,San Diego Gas and Electric,0,New Leaf Electric,0,200.0,-1.0,-1.0,18.0,-1,-1,LG Electronics Inc.,LG300S1C-A5,23,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,300.0,-1.0,-1.0,0.18196110399441,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600A-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.625,-1.0,-1.0,1,0.904918032786885,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-121727951,-1,16-Aug-2021,3.50214198286414,16167.43,0.0,RES,1,1,tts_extension_id_52058,-1,0,0,93737,FRESNO,CA,Pacific Gas and Electric,0,Kuubix Energy Inc,0,360.0,-1.0,-1.0,30.0,-1,-1,"LONGi Green Energy Technology Co., Ltd.",LR4-60HPB-350M,10,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,350.0,-1.0,-1.0,0.19774011299435,-1.0,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,00000001107D0334
California Public Utilities Commission,-1,SCE-INT-500471303,-1,19-Dec-2013,15.3061224489796,-1.0,-1.0,COM,0,0,-1,-1,0,0,92270,RANCHO MIRAGE,CA,Southern California Edison,0,Everyday Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fronius International GmbH,IG Plus 6.0-240,1.0,-1,-1,1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113433000,-1,07-Jan-2015,5.88,-1.0,0.0,RES,0,0,tts_extension_id_40646,-1,0,-1,94954,PETALUMA,CA,Pacific Gas and Electric,0,PetersenDean,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Trina Solar,TSM-245PA05.08,24,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,245.0,-1.0,-1.0,0.151388292432748,-1.0,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,00000000E2092ADF
MA DOER,-1,SMANG_18527,-1,16-Sep-2020,2.44,17417.2,0.0,RES,0,0,-1,-1,0,-1,01267,Williamstown,MA,National Grid Massachusetts Electric,0,"Solarflair Energy, Inc.",0,195.0,-1.0,-1.0,14.0,-1,-1,Trina Solar,TSM-305DD05A.05(II),8,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,305.0,-1.0,-1.0,0.188271604938272,-1.0,-1.0,SolarEdge Technologies Ltd.,SE5000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,5.052,-1.0,-1.0,1,-1.0,Tesla Inc.,-1,5.0,11.5,-1.0,pv+storage,-1
California Public Utilities Commission,-1,PGE-INT-113376759,-1,25-Nov-2013,12.96,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,96007,ANDERSON,CA,Pacific Gas and Electric,0,Powerhouse Solar,0,-1.0,-1.0,-1.0,-1.0,-1,-1,SolarWorld,SW270 MONO,48,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,270.0,-1.0,-1.0,0.160714285714286,-1.0,-1.0,Enphase Energy,M215-60-2LL-S2x-NA [240V],48.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.215,-1.0,-1.0,0,1.25581395348837,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
New Jersey Board of Public Utilities,-1,NJSTRE1545648597,-1,24-Mar-2021,10.66,-1.0,0.0,RES,0,0,-1,-1,-1,-1,08054,Mount Laurel Township,NJ,PSEG,0,Sunpower Corp,0,-1.0,-1.0,-1.0,-1.0,-1,-1,redacted,redacted,-1,redacted,redacted,-1,redacted,redacted,-1,-1,redacted,redacted,redacted,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,redacted,redacted,-1.0,redacted,redacted,-1,redacted,redacted,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,redacted,redacted,-1.0,-1.0,-1.0,redacted,-1
Salt River Project,-1,SRP-54965,-1,09-Nov-2020,5.51,25191.0,0.0,RES,0,0,-1,0,-1,-1,85205-7533,Mesa,AZ,Salt River Project,0,Freedom Forever,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Hanwha Q CELLS,Q.PEAK BLK-G4.1 290,19,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,290.0,-1.0,-1.0,0.173652694610778,-1.0,-1.0,SolarEdge Technologies,SE3800H-USS3,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1.0,-1.0,-1.0,1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113446040,-1,10-Mar-2015,5.2,-1.0,0.0,RES,0,0,-1,-1,0,-1,93635,LOS BANOS,CA,Pacific Gas and Electric,1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,REC Solar,REC260PE,20,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,260.0,-1.0,-1.0,0.163846924120599,-1.0,-1.0,ABB,PVI-4.2-OUTD-S-US-Z-A [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,4.2,-1.0,-1.0,0,1.23809523809524,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Texas Public Utilities Commission,-1,Oncor_DRG-42474,-1,04-Mar-2021,11.88136656,-1.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,-1,TX,Oncor,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.178707,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SDGE-INT-95550,-1,12-Nov-2015,8.25,31474.0,0.0,RES,0,0,-1,-1,0,0,92673,SAN CLEMENTE,CA,San Diego Gas and Electric,0,REC Commercial Corp,0,-1.0,-1.0,-1.0,-1.0,-1,-1,REC Solar,REC275TP,30,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,275.0,-1.0,-1.0,0.173299631281403,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600A-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.625,-1.0,-1.0,1,1.08196721311475,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Texas Public Utilities Commission,-1,Oncor_DRG-18245,-1,25-Apr-2019,8.8609593,-1.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,-1,TX,Oncor,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.133115,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Massachusetts Clean Energy Center,Massachusetts Department of Energy Resources,NFG-SR25630-62249,-1,15-Jul-2016,11.18,57577.0,0.0,RES,0,0,-1,-1,0,0,01301,Greenfield,MA,WMECO DBA EverSource,1,Tesla Energy,0,186.0,-1.0,-1.0,40.0,-1,-1,Trina Solar,TSM-400DE15H(II),43,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,400.0,-1.0,-1.0,0.201418793984829,-1.0,-1.0,SolarEdge Technologies Ltd.,SE10000A-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,9.94,-1.0,-1.0,1,1.12474849094567,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Texas Public Utilities Commission,-1,Oncor_DRG-26670,-1,03-Feb-2020,6.954678,-1.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,-1,TX,Oncor,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.159113,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
MA DOER,-1,SMAES_58084,-1,15-Sep-2022,4.42,15771.69,0.0,RES,0,0,-1,-1,0,-1,01242,Lenox,MA,Eversource MA West,1,Sunrun Inc.,0,184.0,274.0,-1.0,37.0,38,-1,JA Solar,JAM60S10-340/MR,4,JA Solar,JAM60S10-340/MR,9,-1,-1,-1,0,Monocrystalline,Monocrystalline,-1,0,0,-1,0,0,-1,340.0,340.0,-1.0,0.208588957055215,0.208588957055215,-1.0,SolarEdge Technologies Ltd.,SE3800A-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.79,-1.0,-1.0,1,1.16622691292876,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Salt River Project,-1,SRP-48782,-1,03-Jan-2020,16.07,42500.0,0.0,RES,0,0,-1,-1,-1,-1,85248,Chandler,AZ,Salt River Project,0,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO-G5 315,51,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,315.0,-1.0,-1.0,0.193251533742331,-1.0,-1.0,SolarEdge Technologies Ltd.,SE11400H-US [240V],1.0,SolarEdge Technologies,SE3800H-USS3,1,-1,-1,-1,0,0,0,-1,0,0,-1,11.393,-1.0,-1.0,1,-1.0,Tesla Inc.,Powerwall 2.0,-1.0,-1.0,-1.0,pv+storage,-1
Massachusetts Clean Energy Center,Massachusetts Department of Energy Resources,NFG-SR25630-70960,-1,17-Dec-2015,5.98,28704.0,0.0,RES,0,0,-1,-1,0,0,01440,Gardner,MA,National Grid,1,Sunrun Inc.,0,255.0,-1.0,-1.0,42.0,-1,-1,Trina Solar,TSM-400DE15H(II),23,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,400.0,-1.0,-1.0,0.201418793984829,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600A-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.625,-1.0,-1.0,1,0.784262295081967,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
MA DOER,-1,SMAES_09933,-1,30-Jul-2019,7.67,26988.0,0.0,RES,0,0,-1,-1,0,-1,01001,Agawam,MA,Eversource MA West,1,Sunrun Inc.,0,235.0,55.0,235.0,35.0,35,12,"Jinko Solar Co., Ltd",JKM295M-60B,17,"Jinko Solar Co., Ltd",JKM295M-60B,3,"Jinko Solar Co., Ltd",JKM295M-60B,6,0,Monocrystalline,Monocrystalline,Monocrystalline,0,0,0,0,0,0,295.0,295.0,295.0,0.191588797186048,0.191588797186048,0.191588797186048,SolarEdge Technologies Ltd.,SE7600A-US [208V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.56,-1.0,-1.0,1,1.01455026455026,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,California Public Utilities Commission,SDGE-INT-25045,SD-CSI-09135,31-Aug-2011,5.98,29000.0,1828.0,RES,0,0,tts_extension_id_49001,0,0,-1,92021,El Cajon,CA,San Diego Gas and Electric,0,Countywide Mechanical Systems,0,230.0,-1.0,-1.0,13.0,-1,-1,"CSI Solar Co., Ltd.",CS6P-230P,26,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,230.0,-1.0,-1.0,0.142988941359613,-1.0,-1.0,SMA America,SB6.0-1SP-US-40 [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.0,-1.0,-1.0,0,0.996666666666667,-1,-1,-1.0,-1.0,-1.0,pv-only,0000000103F878C9
Tucson Electric Power,-1,TEPDG-05296,-1,13-Feb-2017,8.06,46460.0,0.0,RES,0,0,-1,-1,-1,-1,85747,-1,AZ,Tucson Electric Power,-1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113496702,-1,09-Dec-2015,5.72,29286.0,0.0,RES,0,0,tts_extension_id_10344,-1,0,0,95993,YUBA CITY,CA,Pacific Gas and Electric,1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,REC Solar,REC260PE,22,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,260.0,-1.0,-1.0,0.163846924120599,-1.0,-1.0,Fronius International GmbH,FRONIUS PRIMO 5.0-1 208-240 [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,5.0,-1.0,-1.0,0,1.144,-1,-1,-1.0,-1.0,-1.0,pv-only,00000000660EEDFD
MA DOER,-1,SMAES_32853,-1,30-Mar-2021,9.76,24493.0,0.0,RES,0,0,-1,-1,0,-1,01119,Springfield,MA,Eversource MA West,1,Sunrun Inc.,0,259.0,259.0,-1.0,27.0,27,-1,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-305M,20,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-305M,12,-1,-1,-1,0,Monocrystalline,Monocrystalline,-1,0,0,-1,0,0,-1,305.0,305.0,-1.0,0.1879235982748,0.1879235982748,-1.0,Delta Electronics,E6-TL-US [240V],1.0,Delta Electronics,E4-TL-US [240V],1,-1,-1,-1,0,0,0,-1,1,1,-1,5.76,3.87,-1.0,0,1.0134994807892,"LG Energy Solution, Ltd.",RESU10H,4.65,9.3,-1.0,pv+storage,-1
New York State Energy Research and Development Authority,-1,37569,-1,07-Jan-2016,7.98,25520.0,1595.0,RES,0,0,-1,-1,-1,-1,11598,Woodmere,NY,Long Island Power Authority,1,Nrg Residential Solar Solutions,0,-1.0,-1.0,-1.0,-1.0,-1,-1,LG Electronics Inc.,LG275S1C-B3,29,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,275.0,-1.0,-1.0,0.173217435122197,-1.0,-1.0,Enphase Energy,M250-60-2LL-S2x (-ZC) (-NA) [240V],29.0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.14655172413793,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Pennsylvania Department of Environmental Protection,-1,PSP-08033,-1,12-Jun-2012,5.76,30500.0,4320.0,NON-RES,0,0,-1,-1,0,-1,15001,Aliquippa,PA,Duquesne,-1,Energy Independent Solutions,0,90.0,-1.0,-1.0,18.0,-1,-1,SolarWorld,SW240 MONO,24,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,240.0,-1.0,-1.0,0.142857142857143,-1.0,-1.0,Enphase Energy,M215-60-2LL-S2x-NA [240V],24.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.215,-1.0,-1.0,0,1.11627906976744,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
New Jersey Board of Public Utilities,-1,NJSTRE1545387702,-1,19-Mar-2020,6.93,-1.0,0.0,RES,0,0,-1,-1,-1,-1,08081,Sicklerville,NJ,AC Electric,1,Vision Solar LLC.,0,-1.0,-1.0,-1.0,-1.0,-1,-1,redacted,redacted,-1,redacted,redacted,-1,redacted,redacted,-1,-1,redacted,redacted,redacted,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,redacted,redacted,-1.0,redacted,redacted,-1,redacted,redacted,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,redacted,redacted,-1.0,-1.0,-1.0,redacted,-1
California Public Utilities Commission,-1,PGE-INT-117444695,-1,11-Jul-2019,5.985,19738.0,0.0,RES,0,0,-1,-1,0,0,93722,FRESNO,CA,Pacific Gas and Electric,0,Solar Negotiators,0,180.0,-1.0,-1.0,26.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 315,19,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,315.0,-1.0,-1.0,0.194444444444444,-1.0,-1.0,SolarEdge Technologies Ltd.,SE6000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.046,-1.0,-1.0,1,0.989910684750248,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
