installation_date,lPV_system_size_DC,PV_system_size_DC,ltotal_installed_price,total_installed_price,lrebate_or_grant,rebate_or_grant,zip_code,city,state,lzip_code_id,zip_code_id,lzip_income,zip_income
9/27/2001,0.46,2.85912,4.428453916,26819.7,4.030263651,10721.7,92061,Pauma Valley,CA,4.172164914,14865,5.130308032,134992
11/14/2004,0.57,3.674,4.427486109095786,26760,4.060939467444845,11506.4,95472,Sebastopol,CA,4.406028945,25470,6.122365643,1325457
5/19/2004,0.53,3.375,4.425909012675203,26663,4.027561605911432,10655.2,94061,Redwood City,CA,4.433849807,27155,6.389310175,2450813
11/20/2005,0.53,3.42,4.425828541,26658.06,3.8785217955012063,7560,95030,Los Gatos,CA,4.438257472,27432,6.515365501,3276163
6/27/2004,0.46,2.88,4.423245873936808,26500,3.9607180599475122,9135.2,94010,Burlingame,CA,4.441553751,27641,6.899265958,7929868
1/16/2005,0.59,3.885,4.423245873936808,26500,4.078782960196963,11989,94556,Moraga,CA,4.417072923,26126,6.196982102,1573918
8/24/2005,0.70,5.01,4.423032771538936,26487,4.0317497058158365,10758.45,94566,Pleasanton,CA,4.440216176,27556,6.639661168,4361754
4/10/2004,0.48,3,4.418996931155748,26242,3.9775498527432602,9496.2,95128,San Jose,CA,4.422770348,26471,6.247277347,1767166
3/24/2004,0.48,3,4.418301291319746,26200,3.971461405024587,9364,94005,Brisbane,CA,4.296928319,19812,5.601390662,399384
6/4/2005,0.64,4.342,4.416806871822945,26110,4.021189299069938,10500,93611,Clovis,CA,4.418914175,26237,6.214237531,1637712
3/7/2004,0.59,3.92,4.416091551763282,26067.03,4.117403884416343,13104,90211,Beverly Hills,CA,4.426608845,26706,6.286815838,1935601
